"Kod";"Nazwa";"ogółem;ogółem;2020;[osoba]";"w wieku produkcyjnym;ogółem;2020;[osoba]";
2417032;"Gilowice (2)";6327;3809;
2417042;"Jeleśnia (2)";13210;8143;
2417052;"Koszarawa (2)";2346;1455;
2417062;"Lipowa (2)";10872;6770;
2417072;"Łękawica (2)";4560;2849;
2417082;"Łodygowice (2)";14637;8919;
2417092;"Milówka (2)";10040;6327;
2417102;"Radziechowy-Wieprz (2)";13068;8132;
2417112;"Rajcza (2)";8709;5282;
2417122;"Ślemień (2)";3534;2133;
2417132;"Świnna (2)";8054;4911;
2417142;"Ujsoły (2)";4406;2715;
2417152;"Węgierska Górka (2)";15040;9138;
2461000;"Powiat m.Bielsko-Biała";169756;95815;
2461011;"Bielsko-Biała (1)";169756;95815;
2462000;"Powiat m.Bytom";163255;97082;
2462011;"Bytom (1)";163255;97082;
2463000;"Powiat m.Chorzów";106846;63128;
2463011;"Chorzów (1)";106846;63128;
2464000;"Powiat m.Częstochowa";217530;123614;
2464011;"Częstochowa (1)";217530;123614;
2465000;"Powiat m.Dąbrowa Górnicza";118285;67759;
2465011;"Dąbrowa Górnicza (1)";118285;67759;
2466000;"Powiat m.Gliwice";177049;102034;
2466011;"Gliwice (1)";177049;102034;
2467000;"Powiat m.Jastrzębie-Zdrój";88038;52282;
2467011;"Jastrzębie-Zdrój (1)";88038;52282;
2468000;"Powiat m.Jaworzno";90368;54475;
2468011;"Jaworzno (1)";90368;54475;
2469000;"Powiat m.Katowice";290553;168371;
2469011;"Katowice (1)";290553;168371;
2470000;"Powiat m.Mysłowice";74559;44751;
2470011;"Mysłowice (1)";74559;44751;
2471000;"Powiat m.Piekary Śląskie";54702;32186;
2471011;"Piekary Śląskie (1)";54702;32186;
2472000;"Powiat m.Ruda Śląska";136423;80962;
2472011;"Ruda Śląska (1)";136423;80962;
2473000;"Powiat m.Rybnik";137128;81431;
2473011;"Rybnik (1)";137128;81431;
2474000;"Powiat m.Siemianowice Śląskie";66270;38545;
2474011;"Siemianowice Śląskie (1)";66270;38545;
2475000;"Powiat m.Sosnowiec";197586;112366;
2475011;"Sosnowiec (1)";197586;112366;
2476000;"Powiat m.Świętochłowice";49108;28785;
2476011;"Świętochłowice (1)";49108;28785;
2477000;"Powiat m.Tychy";126871;72937;
2477011;"Tychy (1)";126871;72937;
2478000;"Powiat m.Zabrze";170924;102546;
2478011;"Zabrze (1)";170924;102546;
2479000;"Powiat m.Żory";62844;36464;
2479011;"Żory (1)";62844;36464;
2600000;"ŚWIĘTOKRZYSKIE";1224626;727579;
2601000;"Powiat buski";71125;42059;
2601013;"Busko-Zdrój (3)";32005;18703;
2601014;"Busko-Zdrój - miasto (4)";15611;8825;
2601015;"Busko-Zdrój - obszar wiejski (5)";16394;9878;
2601022;"Gnojno (2)";4344;2584;
2601033;"Nowy Korczyn (3)";5788;3438;
2601034;"Nowy Korczyn - miasto (4)";904;533;
2601035;"Nowy Korczyn - obszar wiejski (5)";4884;2905;
2601043;"Pacanów (3)";7269;4318;
2601044;"Pacanów - miasto (4)";1132;654;
2601045;"Pacanów - obszar wiejski (5)";6137;3664;
2601052;"Solec-Zdrój (2)";5033;3002;
2601063;"Stopnica (3)";7576;4486;
2601064;"Stopnica - miasto (4)";1414;830;
2601065;"Stopnica - obszar wiejski (5)";6162;3656;
2601072;"Tuczępy (2)";3690;2225;
2601083;"Wiślica (3)";5420;3303;
2601084;"Wiślica - miasto (4)";506;309;
2601085;"Wiślica - obszar wiejski (5)";4914;2994;
2602000;"Powiat jędrzejowski";84908;49861;
2602012;"Imielno (2)";4301;2451;
2602023;"Jędrzejów (3)";27715;16198;
2602024;"Jędrzejów - miasto (4)";14812;8298;
2602025;"Jędrzejów - obszar wiejski (5)";12903;7900;
2602033;"Małogoszcz (3)";11495;6932;
2602034;"Małogoszcz - miasto (4)";3670;2094;
2602035;"Małogoszcz - obszar wiejski (5)";7825;4838;
2602042;"Nagłowice (2)";4867;2847;
2602052;"Oksa (2)";4533;2656;
2602063;"Sędziszów (3)";12352;7279;
2602064;"Sędziszów - miasto (4)";6359;3777;
2602065;"Sędziszów - obszar wiejski (5)";5993;3502;
2602072;"Słupia (2)";4278;2520;
2602082;"Sobków (2)";8474;5089;
2602092;"Wodzisław (2)";6893;3889;
2603000;"Powiat kazimierski";33340;20168;
2603012;"Bejsce (2)";3982;2458;
2603022;"Czarnocin (2)";3723;2254;
2603033;"Kazimierza Wielka (3)";16019;9697;
2603034;"Kazimierza Wielka - miasto (4)";5429;3219;
2603035;"Kazimierza Wielka - obszar wiejski (5)";10590;6478;
2603043;"Opatowiec (3)";3230;1880;
2603044;"Opatowiec - miasto (4)";336;194;
2603045;"Opatowiec - obszar wiejski (5)";2894;1686;
2603053;"Skalbmierz (3)";6386;3879;
2603054;"Skalbmierz - miasto (4)";1263;783;
2603055;"Skalbmierz - obszar wiejski (5)";5123;3096;
2604000;"Powiat kielecki";210992;131651;
2604012;"Bieliny (2)";10260;6453;
2604023;"Bodzentyn (3)";11426;7037;
2604024;"Bodzentyn - miasto (4)";2190;1296;
2604025;"Bodzentyn - obszar wiejski (5)";9236;5741;
2604033;"Chęciny (3)";15031;9155;
2604034;"Chęciny - miasto (4)";4394;2652;
2604035;"Chęciny - obszar wiejski (5)";10637;6503;
2604043;"Chmielnik (3)";11170;6732;
2604044;"Chmielnik - miasto (4)";3596;2140;
2604045;"Chmielnik - obszar wiejski (5)";7574;4592;
2604053;"Daleszyce (3)";15828;10081;
2604054;"Daleszyce - miasto (4)";2856;1802;
2604055;"Daleszyce - obszar wiejski (5)";12972;8279;
2604062;"Górno (2)";14649;9242;
2604073;"Łagów (3)";6812;4211;
2604074;"Łagów - miasto (4)";1543;948;
2604075;"Łagów - obszar wiejski (5)";5269;3263;
2604082;"Łopuszno (2)";8924;5511;
2604092;"Masłów (2)";11143;7106;
2604102;"Miedziana Góra (2)";11722;7333;
2604112;"Mniów (2)";9341;5899;
2604123;"Morawica (3)";16912;10603;
2604124;"Morawica - miasto (4)";1708;1059;
2604125;"Morawica - obszar wiejski (5)";15204;9544;
2604133;"Nowa Słupia (3)";9361;5733;
2604134;"Nowa Słupia - miasto (4)";1356;828;
2604135;"Nowa Słupia - obszar wiejski (5)";8005;4905;
2604142;"Piekoszów (2)";16433;10491;
2604153;"Pierzchnica (3)";4636;2858;
2604154;"Pierzchnica - miasto (4)";1160;700;
