"Kod";"Nazwa";"wskaźnik świadczenia usług odbioru odpadów komunalnych z nieruchomości zamieszkanych;2020;[%]";"wskaźnik efektywności kosztowej ogółem usług odebranych odpadów komunalnych;2020;[zł/t]";
2609034;"Klimontów - miasto (4)";0,0;0,00;
2609035;"Klimontów - obszar wiejski (5)";0,0;0,00;
2609043;"Koprzywnica (3)";82,0;226,57;
2609044;"Koprzywnica - miasto (4)";0,0;0,00;
2609045;"Koprzywnica - obszar wiejski (5)";0,0;0,00;
2609052;"Łoniów (2)";82,0;621,10;
2609062;"Obrazów (2)";82,0;610,38;
2609072;"Samborzec (2)";95,1;643,81;
2609082;"Wilczyce (2)";89,4;537,12;
2609093;"Zawichost (3)";81,1;794,24;
2609094;"Zawichost - miasto (4)";0,0;0,00;
2609095;"Zawichost - obszar wiejski (5)";0,0;0,00;
2610000;"Powiat skarżyski";0,0;0,00;
2610011;"Skarżysko-Kamienna (1)";94,5;448,05;
2610022;"Bliżyn (2)";91,5;643,65;
2610032;"Łączna (2)";88,5;576,30;
2610042;"Skarżysko Kościelne (2)";96,8;561,82;
2610053;"Suchedniów (3)";80,4;1205,60;
2610054;"Suchedniów - miasto (4)";0,0;0,00;
2610055;"Suchedniów - obszar wiejski (5)";0,0;0,00;
2611000;"Powiat starachowicki";0,0;0,00;
2611011;"Starachowice (1)";80,5;289,54;
2611022;"Brody (2)";80,9;690,73;
2611032;"Mirzec (2)";86,6;1197,18;
2611042;"Pawłów (2)";91,9;930,92;
2611053;"Wąchock (3)";88,4;693,94;
2611054;"Wąchock - miasto (4)";0,0;0,00;
2611055;"Wąchock - obszar wiejski (5)";0,0;0,00;
2612000;"Powiat staszowski";0,0;0,00;
2612012;"Bogoria (2)";82,0;595,45;
2612022;"Łubnice (2)";91,6;1300,68;
2612033;"Oleśnica (3)";98,3;628,66;
2612034;"Oleśnica - miasto (4)";0,0;0,00;
2612035;"Oleśnica - obszar wiejski (5)";0,0;0,00;
2612043;"Osiek (3)";87,0;734,56;
2612044;"Osiek - miasto (4)";0,0;0,00;
2612045;"Osiek - obszar wiejski (5)";0,0;0,00;
2612053;"Połaniec (3)";71,3;583,37;
2612054;"Połaniec - miasto (4)";0,0;0,00;
2612055;"Połaniec - obszar wiejski (5)";0,0;0,00;
2612062;"Rytwiany (2)";100,0;756,97;
2612073;"Staszów (3)";86,3;547,89;
2612074;"Staszów - miasto (4)";0,0;0,00;
2612075;"Staszów - obszar wiejski (5)";0,0;0,00;
2612083;"Szydłów (3)";68,9;721,22;
2612084;"Szydłów - miasto (4)";0,0;0,00;
2612085;"Szydłów - obszar wiejski (5)";0,0;0,00;
2613000;"Powiat włoszczowski";0,0;0,00;
2613012;"Kluczewsko (2)";93,8;957,56;
2613022;"Krasocin (2)";81,6;670,63;
2613032;"Moskorzew (2)";76,0;720,15;
2613042;"Radków (2)";91,6;411,36;
2613052;"Secemin (2)";84,3;741,45;
2613063;"Włoszczowa (3)";66,8;246,74;
2613064;"Włoszczowa - miasto (4)";0,0;0,00;
2613065;"Włoszczowa - obszar wiejski (5)";0,0;0,00;
2661000;"Powiat m.Kielce";96,1;662,43;
2661011;"Kielce (1)";96,1;662,43;
2800000;"WARMIŃSKO-MAZURSKIE";77,7;662,79;
2801000;"Powiat bartoszycki";0,0;0,00;
2801011;"Bartoszyce (1)";70,6;513,13;
2801021;"Górowo Iławeckie (1)";80,9;867,66;
2801032;"Bartoszyce (2)";89,8;1155,93;
2801043;"Bisztynek (3)";90,0;626,52;
2801044;"Bisztynek - miasto (4)";0,0;0,00;
2801045;"Bisztynek - obszar wiejski (5)";0,0;0,00;
2801052;"Górowo Iławeckie (2)";86,1;913,31;
2801063;"Sępopol (3)";86,6;1046,50;
2801064;"Sępopol - miasto (4)";0,0;0,00;
2801065;"Sępopol - obszar wiejski (5)";0,0;0,00;
2802000;"Powiat braniewski";0,0;0,00;
2802011;"Braniewo (1)";91,5;460,22;
2802022;"Braniewo (2)";92,5;655,99;
2802033;"Frombork (3)";82,3;412,62;
2802034;"Frombork - miasto (4)";0,0;0,00;
2802035;"Frombork - obszar wiejski (5)";0,0;0,00;
2802042;"Lelkowo (2)";84,5;1197,09;
2802053;"Pieniężno (3)";88,9;669,31;
2802054;"Pieniężno - miasto (4)";0,0;0,00;
2802055;"Pieniężno - obszar wiejski (5)";0,0;0,00;
2802062;"Płoskinia (2)";92,5;835,91;
2802072;"Wilczęta (2)";80,0;899,29;
2803000;"Powiat działdowski";0,0;0,00;
2803011;"Działdowo (1)";83,5;583,66;
2803022;"Działdowo (2)";87,0;869,56;
2803032;"Iłowo-Osada (2)";60,6;863,84;
2803043;"Lidzbark (3)";65,1;599,35;
2803044;"Lidzbark - miasto (4)";0,0;0,00;
2803045;"Lidzbark - obszar wiejski (5)";0,0;0,00;
2803052;"Płośnica (2)";80,0;811,25;
2803062;"Rybno (2)";82,8;997,56;
2804000;"Powiat elbląski";0,0;0,00;
2804012;"Elbląg (2)";85,8;564,45;
2804022;"Godkowo (2)";83,0;914,10;
2804032;"Gronowo Elbląskie (2)";79,8;919,37;
2804042;"Markusy (2)";82,2;882,55;
2804052;"Milejewo (2)";77,3;754,80;
2804063;"Młynary (3)";83,3;788,09;
2804064;"Młynary - miasto (4)";0,0;0,00;
2804065;"Młynary - obszar wiejski (5)";0,0;0,00;
2804073;"Pasłęk (3)";83,5;299,88;
2804074;"Pasłęk - miasto (4)";0,0;0,00;
2804075;"Pasłęk - obszar wiejski (5)";0,0;0,00;
2804082;"Rychliki (2)";89,4;836,87;
2804093;"Tolkmicko (3)";83,2;833,56;
2804094;"Tolkmicko - miasto (4)";0,0;0,00;
2804095;"Tolkmicko - obszar wiejski (5)";0,0;0,00;
2805000;"Powiat ełcki";0,0;0,00;
2805011;"Ełk (1)";89,2;681,44;
2805022;"Ełk (2)";93,4;733,29;
2805032;"Kalinowo (2)";87,3;666,43;
2805042;"Prostki (2)";86,2;876,12;
2805052;"Stare Juchy (2)";74,6;569,36;
2806000;"Powiat giżycki";0,0;0,00;
2806011;"Giżycko (1)";75,0;721,99;
2806042;"Giżycko (2)";75,0;745,33;
2806052;"Kruklanki (2)";75,0;989,61;
2806062;"Miłki (2)";75,0;1015,06;
2806083;"Ryn (3)";75,0;814,82;
2806084;"Ryn - miasto (4)";0,0;0,00;
2806085;"Ryn - obszar wiejski (5)";0,0;0,00;
2806102;"Wydminy (2)";75,0;1031,60;
2807000;"Powiat iławski";0,0;0,00;
2807011;"Iława (1)";75,3;543,30;
2807021;"Lubawa (1)";57,7;691,79;
2807032;"Iława (2)";90,5;528,92;
2807043;"Kisielice (3)";66,2;827,34;
2807044;"Kisielice - miasto (4)";0,0;0,00;
2807045;"Kisielice - obszar wiejski (5)";0,0;0,00;
2807052;"Lubawa (2)";76,2;956,57;
2807063;"Susz (3)";73,7;421,30;
2807064;"Susz - miasto (4)";0,0;0,00;
2807065;"Susz - obszar wiejski (5)";0,0;0,00;
2807073;"Zalewo (3)";77,9;623,16;
2807074;"Zalewo - miasto (4)";0,0;0,00;
2807075;"Zalewo - obszar wiejski (5)";0,0;0,00;
2808000;"Powiat kętrzyński";0,0;0,00;
2808011;"Kętrzyn (1)";90,6;842,64;
2808022;"Barciany (2)";81,1;823,17;
2808032;"Kętrzyn (2)";81,7;148,34;
2808043;"Korsze (3)";80,7;818,64;
2808044;"Korsze - miasto (4)";0,0;0,00;
2808045;"Korsze - obszar wiejski (5)";0,0;0,00;
2808053;"Reszel (3)";91,2;686,08;
2808054;"Reszel - miasto (4)";0,0;0,00;
2808055;"Reszel - obszar wiejski (5)";0,0;0,00;
2808062;"Srokowo (2)";70,0;1231,60;
2809000;"Powiat lidzbarski";0,0;0,00;
2809011;"Lidzbark Warmiński (1)";70,8;758,55;
2809022;"Kiwity (2)";94,8;602,31;
2809032;"Lidzbark Warmiński (2)";85,4;1076,69;
2809042;"Lubomino (2)";94,4;848,06;
2809053;"Orneta (3)";85,9;564,26;
2809054;"Orneta - miasto (4)";0,0;0,00;
2809055;"Orneta - obszar wiejski (5)";0,0;0,00;
2810000;"Powiat mrągowski";0,0;0,00;
2810011;"Mrągowo (1)";80,2;611,59;
2810023;"Mikołajki (3)";33,2;497,91;
2810024;"Mikołajki - miasto (4)";0,0;0,00;
2810025;"Mikołajki - obszar wiejski (5)";0,0;0,00;
2810032;"Mrągowo (2)";80,2;619,72;
2810042;"Piecki (2)";82,3;703,21;
2810052;"Sorkwity (2)";83,9;810,42;
2811000;"Powiat nidzicki";0,0;0,00;
2811012;"Janowiec Kościelny (2)";74,9;335,01;
2811022;"Janowo (2)";80,0;73,47;
2811032;"Kozłowo (2)";76,0;0,00;
2811043;"Nidzica (3)";76,1;423,81;
2811044;"Nidzica - miasto (4)";0,0;0,00;
2811045;"Nidzica - obszar wiejski (5)";0,0;0,00;
2812000;"Powiat nowomiejski";0,0;0,00;
2812011;"Nowe Miasto Lubawskie (1)";69,4;549,57;
2812022;"Biskupiec (2)";89,1;876,74;
2812032;"Grodziczno (2)";75,8;926,22;
2812042;"Kurzętnik (2)";71,4;624,18;
2812052;"Nowe Miasto Lubawskie (2)";80,4;687,44;
2813000;"Powiat olecki";0,0;0,00;
2813032;"Kowale Oleckie (2)";79,2;812,29;
2813043;"Olecko (3)";84,8;492,80;
2813044;"Olecko - miasto (4)";0,0;0,00;
2813045;"Olecko - obszar wiejski (5)";0,0;0,00;
2813052;"Świętajno (2)";78,4;651,81;
2813062;"Wieliczki (2)";78,7;790,22;
2814000;"Powiat olsztyński";0,0;0,00;
2814013;"Barczewo (3)";79,5;697,67;
2814014;"Barczewo - miasto (4)";0,0;0,00;
2814015;"Barczewo - obszar wiejski (5)";0,0;0,00;
2814023;"Biskupiec (3)";69,9;718,94;
2814024;"Biskupiec - miasto (4)";0,0;0,00;
2814025;"Biskupiec - obszar wiejski (5)";0,0;0,00;
2814033;"Dobre Miasto (3)";77,6;786,29;
2814034;"Dobre Miasto - miasto (4)";0,0;0,00;
2814035;"Dobre Miasto - obszar wiejski (5)";0,0;0,00;
2814042;"Dywity (2)";96,5;627,99;
2814052;"Gietrzwałd (2)";86,6;1163,03;
2814063;"Jeziorany (3)";83,5;869,85;
2814064;"Jeziorany - miasto (4)";0,0;0,00;
2814065;"Jeziorany - obszar wiejski (5)";0,0;0,00;
2814072;"Jonkowo (2)";91,8;983,86;
2814082;"Kolno (2)";96,0;772,04;
2814093;"Olsztynek (3)";78,5;471,88;
2814094;"Olsztynek - miasto (4)";0,0;0,00;
2814095;"Olsztynek - obszar wiejski (5)";0,0;0,00;
2814102;"Purda (2)";85,1;601,47;
2814112;"Stawiguda (2)";69,8;834,70;
2814122;"Świątki (2)";87,5;799,19;
2815000;"Powiat ostródzki";0,0;0,00;
2815011;"Ostróda (1)";95,8;678,57;
2815022;"Dąbrówno (2)";95,4;694,94;
2815032;"Grunwald (2)";84,6;789,43;
2815042;"Łukta (2)";90,8;936,29;
2815052;"Małdyty (2)";71,3;741,49;
2815063;"Miłakowo (3)";86,3;705,15;
2815064;"Miłakowo - miasto (4)";0,0;0,00;
2815065;"Miłakowo - obszar wiejski (5)";0,0;0,00;
2815073;"Miłomłyn (3)";84,5;704,21;
2815074;"Miłomłyn - miasto (4)";0,0;0,00;
2815075;"Miłomłyn - obszar wiejski (5)";0,0;0,00;
2815083;"Morąg (3)";71,1;647,26;
2815084;"Morąg - miasto (4)";0,0;0,00;
2815085;"Morąg - obszar wiejski (5)";0,0;0,00;
2815092;"Ostróda (2)";66,9;575,43;
2816000;"Powiat piski";0,0;0,00;
2816013;"Biała Piska (3)";66,3;739,79;
2816014;"Biała Piska - miasto (4)";0,0;0,00;
2816015;"Biała Piska - obszar wiejski (5)";0,0;0,00;
2816023;"Orzysz (3)";76,5;640,28;
2816024;"Orzysz - miasto (4)";0,0;0,00;
2816025;"Orzysz - obszar wiejski (5)";0,0;0,00;
2816033;"Pisz (3)";84,3;677,42;
2816034;"Pisz - miasto (4)";0,0;0,00;
2816035;"Pisz - obszar wiejski (5)";0,0;0,00;
2816043;"Ruciane-Nida (3)";65,1;642,34;
2816044;"Ruciane-Nida - miasto (4)";0,0;0,00;
2816045;"Ruciane-Nida - obszar wiejski (5)";0,0;0,00;
2817000;"Powiat szczycieński";0,0;0,00;
2817011;"Szczytno (1)";82,4;806,36;
2817022;"Dźwierzuty (2)";86,7;813,86;
2817032;"Jedwabno (2)";75,2;1429,78;
2817043;"Pasym (3)";91,8;1189,33;
2817044;"Pasym - miasto (4)";0,0;0,00;
2817045;"Pasym - obszar wiejski (5)";0,0;0,00;
2817052;"Rozogi (2)";76,5;1056,17;
2817062;"Szczytno (2)";86,6;707,59;
2817072;"Świętajno (2)";78,4;938,96;
2817083;"Wielbark (3)";80,4;348,34;
2817084;"Wielbark - miasto (4)";0,0;0,00;
2817085;"Wielbark - obszar wiejski (5)";0,0;0,00;
2818000;"Powiat gołdapski";0,0;0,00;
2818012;"Banie Mazurskie (2)";75,0;1660,00;
2818022;"Dubeninki (2)";74,4;1128,34;
2818033;"Gołdap (3)";74,3;548,42;
2818034;"Gołdap - miasto (4)";0,0;0,00;
2818035;"Gołdap - obszar wiejski (5)";0,0;0,00;
2819000;"Powiat węgorzewski";0,0;0,00;
2819012;"Budry (2)";75,0;1603,48;
2819022;"Pozezdrze (2)";79,8;1030,52;
2819033;"Węgorzewo (3)";63,5;800,21;
2819034;"Węgorzewo - miasto (4)";0,0;0,00;
2819035;"Węgorzewo - obszar wiejski (5)";0,0;0,00;
2861000;"Powiat m.Elbląg";77,8;506,15;
2861011;"Elbląg (1)";77,8;506,15;
2862000;"Powiat m.Olsztyn";67,3;690,86;
2862011;"Olsztyn (1)";67,3;690,86;
3000000;"WIELKOPOLSKIE";82,0;836,32;
3001000;"Powiat chodzieski";0,0;0,00;
3001011;"Chodzież (1)";79,3;754,22;
3001022;"Budzyń (2)";69,7;630,20;
3001032;"Chodzież (2)";79,8;715,34;
3001043;"Margonin (3)";71,1;843,03;
3001044;"Margonin - miasto (4)";0,0;0,00;
3001045;"Margonin - obszar wiejski (5)";0,0;0,00;
3001053;"Szamocin (3)";83,8;703,77;
3001054;"Szamocin - miasto (4)";0,0;0,00;
3001055;"Szamocin - obszar wiejski (5)";0,0;0,00;
3002000;"Powiat czarnkowsko-trzcianecki";0,0;0,00;
3002011;"Czarnków (1)";66,5;624,16;
3002022;"Czarnków (2)";97,5;1142,04;
3002032;"Drawsko (2)";92,4;1199,43;
3002043;"Krzyż Wielkopolski (3)";92,3;937,98;
3002044;"Krzyż Wielkopolski - miasto (4)";0,0;0,00;
3002045;"Krzyż Wielkopolski - obszar wiejski (5)";0,0;0,00;
3002052;"Lubasz (2)";94,4;896,04;
3002062;"Połajewo (2)";92,7;786,85;
3002073;"Trzcianka (3)";87,7;1011,66;
3002074;"Trzcianka - miasto (4)";0,0;0,00;
3002075;"Trzcianka - obszar wiejski (5)";0,0;0,00;
3002083;"Wieleń (3)";92,5;1267,67;
3002084;"Wieleń - miasto (4)";0,0;0,00;
3002085;"Wieleń - obszar wiejski (5)";0,0;0,00;
3003000;"Powiat gnieźnieński";0,0;0,00;
3003011;"Gniezno (1)";81,2;573,33;
3003023;"Czerniejewo (3)";84,5;769,54;
3003024;"Czerniejewo - miasto (4)";0,0;0,00;
3003025;"Czerniejewo - obszar wiejski (5)";0,0;0,00;
3003032;"Gniezno (2)";97,0;661,05;
3003042;"Kiszkowo (2)";99,9;765,31;
3003053;"Kłecko (3)";89,3;910,73;
3003054;"Kłecko - miasto (4)";0,0;0,00;
3003055;"Kłecko - obszar wiejski (5)";0,0;0,00;
3003062;"Łubowo (2)";94,9;631,75;
3003072;"Mieleszyn (2)";89,5;731,60;
3003082;"Niechanowo (2)";93,8;680,41;
3003093;"Trzemeszno (3)";87,1;694,29;
3003094;"Trzemeszno - miasto (4)";0,0;0,00;
3003095;"Trzemeszno - obszar wiejski (5)";0,0;0,00;
3003103;"Witkowo (3)";84,7;658,64;
3003104;"Witkowo - miasto (4)";0,0;0,00;
3003105;"Witkowo - obszar wiejski (5)";0,0;0,00;
3004000;"Powiat gostyński";0,0;0,00;
3004013;"Borek Wielkopolski (3)";89,3;764,01;
3004014;"Borek Wielkopolski - miasto (4)";0,0;0,00;
3004015;"Borek Wielkopolski - obszar wiejski (5)";0,0;0,00;
3004023;"Gostyń (3)";83,2;526,57;
3004024;"Gostyń - miasto (4)";0,0;0,00;
3004025;"Gostyń - obszar wiejski (5)";0,0;0,00;
3004033;"Krobia (3)";87,5;1044,25;
3004034;"Krobia - miasto (4)";0,0;0,00;
3004035;"Krobia - obszar wiejski (5)";0,0;0,00;
3004042;"Pępowo (2)";84,8;1279,08;
3004052;"Piaski (2)";93,7;590,49;
3004063;"Pogorzela (3)";84,7;1193,03;
3004064;"Pogorzela - miasto (4)";0,0;0,00;
3004065;"Pogorzela - obszar wiejski (5)";0,0;0,00;
3004073;"Poniec (3)";89,5;1229,12;
3004074;"Poniec - miasto (4)";0,0;0,00;
3004075;"Poniec - obszar wiejski (5)";0,0;0,00;
3005000;"Powiat grodziski";0,0;0,00;
3005012;"Granowo (2)";93,8;919,08;
3005023;"Grodzisk Wielkopolski (3)";81,8;975,73;
3005024;"Grodzisk Wielkopolski - miasto (4)";0,0;0,00;
3005025;"Grodzisk Wielkopolski - obszar wiejski (5)";0,0;0,00;
3005032;"Kamieniec (2)";89,2;1250,75;
3005043;"Rakoniewice (3)";87,0;1128,21;
3005044;"Rakoniewice - miasto (4)";0,0;0,00;
3005045;"Rakoniewice - obszar wiejski (5)";0,0;0,00;
3005053;"Wielichowo (3)";93,6;1112,33;
3005054;"Wielichowo - miasto (4)";0,0;0,00;
3005055;"Wielichowo - obszar wiejski (5)";0,0;0,00;
3006000;"Powiat jarociński";0,0;0,00;
3006013;"Jaraczewo (3)";92,9;858,80;
3006014;"Jaraczewo - miasto (4)";0,0;0,00;
3006015;"Jaraczewo - obszar wiejski (5)";0,0;0,00;
3006023;"Jarocin (3)";87,0;852,59;
3006024;"Jarocin - miasto (4)";0,0;0,00;
3006025;"Jarocin - obszar wiejski (5)";0,0;0,00;
3006032;"Kotlin (2)";85,5;1431,79;
3006043;"Żerków (3)";91,3;767,12;
3006044;"Żerków - miasto (4)";0,0;0,00;
3006045;"Żerków - obszar wiejski (5)";0,0;0,00;
3007000;"Powiat kaliski";0,0;0,00;
3007012;"Blizanów (2)";86,4;575,27;
3007022;"Brzeziny (2)";89,6;890,00;
3007032;"Ceków-Kolonia (2)";81,0;741,17;
3007042;"Godziesze Wielkie (2)";86,5;845,78;
3007052;"Koźminek (2)";83,9;1013,92;
3007062;"Lisków (2)";58,4;1087,71;
3007072;"Mycielin (2)";95,3;911,68;
3007083;"Opatówek (3)";83,9;1372,27;
3007084;"Opatówek - miasto (4)";0,0;0,00;
3007085;"Opatówek - obszar wiejski (5)";0,0;0,00;
3007093;"Stawiszyn (3)";80,3;926,75;
3007094;"Stawiszyn - miasto (4)";0,0;0,00;
3007095;"Stawiszyn - obszar wiejski (5)";0,0;0,00;
3007102;"Szczytniki (2)";92,4;1335,26;
3007112;"Żelazków (2)";86,3;1319,34;
3008000;"Powiat kępiński";0,0;0,00;
3008012;"Baranów (2)";83,2;594,85;
3008022;"Bralin (2)";95,2;603,25;
3008033;"Kępno (3)";93,1;583,96;
3008034;"Kępno - miasto (4)";0,0;0,00;
3008035;"Kępno - obszar wiejski (5)";0,0;0,00;
3008042;"Łęka Opatowska (2)";93,4;544,09;
3008052;"Perzów (2)";85,3;587,19;
3008062;"Rychtal (2)";99,2;623,65;
3008072;"Trzcinica (2)";88,2;636,96;
3009000;"Powiat kolski";0,0;0,00;
3009011;"Koło (1)";84,2;514,08;
3009022;"Babiak (2)";95,1;768,82;
3009032;"Chodów (2)";95,4;1066,68;
3009043;"Dąbie (3)";90,5;537,81;
3009044;"Dąbie - miasto (4)";0,0;0,00;
3009045;"Dąbie - obszar wiejski (5)";0,0;0,00;
3009052;"Grzegorzew (2)";95,2;789,67;
3009063;"Kłodawa (3)";79,9;831,66;
3009064;"Kłodawa - miasto (4)";0,0;0,00;
3009065;"Kłodawa - obszar wiejski (5)";0,0;0,00;
3009072;"Koło (2)";82,2;745,37;
3009082;"Kościelec (2)";74,1;413,00;
3009092;"Olszówka (2)";85,2;930,92;
3009102;"Osiek Mały (2)";76,0;839,01;
3009113;"Przedecz (3)";66,3;1217,09;
3009114;"Przedecz - miasto (4)";0,0;0,00;
3009115;"Przedecz - obszar wiejski (5)";0,0;0,00;
3010000;"Powiat koniński";0,0;0,00;
3010013;"Golina (3)";90,8;555,71;
3010014;"Golina - miasto (4)";0,0;0,00;
3010015;"Golina - obszar wiejski (5)";0,0;0,00;
3010022;"Grodziec (2)";83,4;664,89;
3010032;"Kazimierz Biskupi (2)";75,7;770,08;
3010043;"Kleczew (3)";89,5;474,83;
3010044;"Kleczew - miasto (4)";0,0;0,00;
3010045;"Kleczew - obszar wiejski (5)";0,0;0,00;
3010052;"Kramsk (2)";95,7;1261,45;
3010062;"Krzymów (2)";83,7;509,75;
3010073;"Rychwał (3)";91,6;734,65;
3010074;"Rychwał - miasto (4)";0,0;0,00;
3010075;"Rychwał - obszar wiejski (5)";0,0;0,00;
3010082;"Rzgów (2)";92,6;563,38;
3010092;"Skulsk (2)";94,3;424,60;
3010103;"Sompolno (3)";86,7;565,08;
3010104;"Sompolno - miasto (4)";0,0;0,00;
3010105;"Sompolno - obszar wiejski (5)";0,0;0,00;
3010112;"Stare Miasto (2)";72,7;379,68;
3010123;"Ślesin (3)";84,5;412,33;
3010124;"Ślesin - miasto (4)";0,0;0,00;
3010125;"Ślesin - obszar wiejski (5)";0,0;0,00;
3010132;"Wierzbinek (2)";97,4;890,15;
3010142;"Wilczyn (2)";70,0;751,70;
3011000;"Powiat kościański";0,0;0,00;
3011011;"Kościan (1)";74,5;882,82;
3011023;"Czempiń (3)";85,6;769,70;
3011024;"Czempiń - miasto (4)";0,0;0,00;
3011025;"Czempiń - obszar wiejski (5)";0,0;0,00;
3011032;"Kościan (2)";83,0;756,76;
3011043;"Krzywiń (3)";91,0;942,75;
3011044;"Krzywiń - miasto (4)";0,0;0,00;
3011045;"Krzywiń - obszar wiejski (5)";0,0;0,00;
3011053;"Śmigiel (3)";89,2;1001,27;
3011054;"Śmigiel - miasto (4)";0,0;0,00;
3011055;"Śmigiel - obszar wiejski (5)";0,0;0,00;
3012000;"Powiat krotoszyński";0,0;0,00;
3012011;"Sulmierzyce (1)";83,5;568,32;
3012023;"Kobylin (3)";96,3;280,87;
3012024;"Kobylin - miasto (4)";0,0;0,00;
3012025;"Kobylin - obszar wiejski (5)";0,0;0,00;
3012033;"Koźmin Wielkopolski (3)";84,1;1246,27;
3012034;"Koźmin Wielkopolski - miasto (4)";0,0;0,00;
3012035;"Koźmin Wielkopolski - obszar wiejski (5)";0,0;0,00;
3012043;"Krotoszyn (3)";91,3;751,63;
3012044;"Krotoszyn - miasto (4)";0,0;0,00;
3012045;"Krotoszyn - obszar wiejski (5)";0,0;0,00;
3012052;"Rozdrażew (2)";97,6;1031,04;
3012063;"Zduny (3)";94,1;707,12;
3012064;"Zduny - miasto (4)";0,0;0,00;
3012065;"Zduny - obszar wiejski (5)";0,0;0,00;
3013000;"Powiat leszczyński";0,0;0,00;
3013012;"Krzemieniewo (2)";87,1;1093,11;
3013022;"Lipno (2)";89,7;884,88;
3013033;"Osieczna (3)";81,5;735,82;
3013034;"Osieczna - miasto (4)";0,0;0,00;
3013035;"Osieczna - obszar wiejski (5)";0,0;0,00;
3013043;"Rydzyna (3)";85,5;981,42;
3013044;"Rydzyna - miasto (4)";0,0;0,00;
3013045;"Rydzyna - obszar wiejski (5)";0,0;0,00;
3013052;"Święciechowa (2)";86,3;948,78;
3013062;"Wijewo (2)";89,2;843,36;
3013072;"Włoszakowice (2)";72,7;765,71;
3014000;"Powiat międzychodzki";0,0;0,00;
3014012;"Chrzypsko Wielkie (2)";73,3;731,94;
3014022;"Kwilcz (2)";89,1;487,75;
3014033;"Międzychód (3)";72,4;541,94;
3014034;"Międzychód - miasto (4)";0,0;0,00;
3014035;"Międzychód - obszar wiejski (5)";0,0;0,00;
3014043;"Sieraków (3)";83,0;626,46;
3014044;"Sieraków - miasto (4)";0,0;0,00;
3014045;"Sieraków - obszar wiejski (5)";0,0;0,00;
3015000;"Powiat nowotomyski";0,0;0,00;
3015012;"Kuślin (2)";91,1;659,79;
3015023;"Lwówek (3)";86,3;672,16;
3015024;"Lwówek - miasto (4)";0,0;0,00;
3015025;"Lwówek - obszar wiejski (5)";0,0;0,00;
3015032;"Miedzichowo (2)";82,1;379,19;
3015043;"Nowy Tomyśl (3)";83,1;580,56;
3015044;"Nowy Tomyśl - miasto (4)";0,0;0,00;
3015045;"Nowy Tomyśl - obszar wiejski (5)";0,0;0,00;
3015053;"Opalenica (3)";94,6;693,45;
3015054;"Opalenica - miasto (4)";0,0;0,00;
3015055;"Opalenica - obszar wiejski (5)";0,0;0,00;
3015063;"Zbąszyń (3)";83,1;973,19;
3015064;"Zbąszyń - miasto (4)";0,0;0,00;
3015065;"Zbąszyń - obszar wiejski (5)";0,0;0,00;
3016000;"Powiat obornicki";0,0;0,00;
3016013;"Oborniki (3)";88,3;627,18;
3016014;"Oborniki - miasto (4)";0,0;0,00;
3016015;"Oborniki - obszar wiejski (5)";0,0;0,00;
3016023;"Rogoźno (3)";75,6;736,13;
3016024;"Rogoźno - miasto (4)";0,0;0,00;
3016025;"Rogoźno - obszar wiejski (5)";0,0;0,00;
3016032;"Ryczywół (2)";90,6;706,89;
3017000;"Powiat ostrowski";0,0;0,00;
3017011;"Ostrów Wielkopolski (1)";81,7;466,92;
3017023;"Nowe Skalmierzyce (3)";88,4;548,76;
3017024;"Nowe Skalmierzyce - miasto (4)";0,0;0,00;
3017025;"Nowe Skalmierzyce - obszar wiejski (5)";0,0;0,00;
3017033;"Odolanów (3)";72,8;762,51;
3017034;"Odolanów - miasto (4)";0,0;0,00;
3017035;"Odolanów - obszar wiejski (5)";0,0;0,00;
3017042;"Ostrów Wielkopolski (2)";91,0;673,13;
3017052;"Przygodzice (2)";81,7;691,75;
3017063;"Raszków (3)";89,0;583,28;
3017064;"Raszków - miasto (4)";0,0;0,00;
3017065;"Raszków - obszar wiejski (5)";0,0;0,00;
3017072;"Sieroszewice (2)";85,0;653,13;
3017082;"Sośnie (2)";97,7;866,64;
3018000;"Powiat ostrzeszowski";0,0;0,00;
3018012;"Czajków (2)";68,0;953,04;
3018022;"Doruchów (2)";77,5;751,89;
3018033;"Grabów nad Prosną (3)";76,5;1239,30;
3018034;"Grabów nad Prosną - miasto (4)";0,0;0,00;
3018035;"Grabów nad Prosną - obszar wiejski (5)";0,0;0,00;
3018042;"Kobyla Góra (2)";66,0;755,73;
3018052;"Kraszewice (2)";71,0;849,62;
3018063;"Mikstat (3)";68,9;557,72;
3018064;"Mikstat - miasto (4)";0,0;0,00;
3018065;"Mikstat - obszar wiejski (5)";0,0;0,00;
3018073;"Ostrzeszów (3)";73,1;826,73;
3018074;"Ostrzeszów - miasto (4)";0,0;0,00;
3018075;"Ostrzeszów - obszar wiejski (5)";0,0;0,00;
3019000;"Powiat pilski";0,0;0,00;
3019011;"Piła (1)";88,2;883,74;
3019022;"Białośliwie (2)";89,3;791,11;
3019032;"Kaczory (2)";86,9;830,06;
3019043;"Łobżenica (3)";90,7;727,24;
3019044;"Łobżenica - miasto (4)";0,0;0,00;
3019045;"Łobżenica - obszar wiejski (5)";0,0;0,00;
3019052;"Miasteczko Krajeńskie (2)";92,8;972,07;
3019062;"Szydłowo (2)";86,0;533,91;
3019073;"Ujście (3)";83,0;887,14;
3019074;"Ujście - miasto (4)";0,0;0,00;
