"Kod";"Nazwa";"stadiony;ogółem;2018;[ob.]";"hale sportowe o wymiarach od 36x19 m;ogółem;2018;[ob.]";"sale gimnastyczne o wymiarach poniżej 36x19 m i sale pomocnicze;ogółem;2018;[ob.]";"korty tenisowe;ogółem;2018;[ob.]";"pływalnie kryte;ogółem;2018;[ob.]";
3016013;"Oborniki (3)";2;2;0;0;1;
3016014;"Oborniki - miasto (4)";1;2;0;0;1;
3016015;"Oborniki - obszar wiejski (5)";1;0;0;0;0;
3016023;"Rogoźno (3)";2;0;0;0;0;
3016024;"Rogoźno - miasto (4)";1;0;0;0;0;
3016025;"Rogoźno - obszar wiejski (5)";1;0;0;0;0;
3016032;"Ryczywół (2)";0;1;0;1;0;
3017000;"Powiat ostrowski";6;7;3;5;0;
3017011;"Ostrów Wielkopolski (1)";2;0;0;1;0;
3017023;"Nowe Skalmierzyce (3)";1;1;0;0;0;
3017024;"Nowe Skalmierzyce - miasto (4)";1;1;0;0;0;
3017033;"Odolanów (3)";1;3;3;2;0;
3017034;"Odolanów - miasto (4)";1;1;0;2;0;
3017035;"Odolanów - obszar wiejski (5)";0;2;3;0;0;
3017052;"Przygodzice (2)";0;0;0;2;0;
3017063;"Raszków (3)";1;0;0;0;0;
3017064;"Raszków - miasto (4)";1;0;0;0;0;
3017072;"Sieroszewice (2)";1;2;0;0;0;
3017082;"Sośnie (2)";0;1;0;0;0;
3018000;"Powiat ostrzeszowski";6;3;2;2;1;
3018022;"Doruchów (2)";1;1;0;0;0;
3018033;"Grabów nad Prosną (3)";0;1;0;0;0;
3018034;"Grabów nad Prosną - miasto (4)";0;1;0;0;0;
3018042;"Kobyla Góra (2)";1;0;1;1;0;
3018052;"Kraszewice (2)";2;0;0;0;0;
3018063;"Mikstat (3)";1;1;0;0;0;
3018064;"Mikstat - miasto (4)";1;1;0;0;0;
3018073;"Ostrzeszów (3)";1;0;1;1;1;
3018074;"Ostrzeszów - miasto (4)";1;0;1;1;1;
3019000;"Powiat pilski";14;13;9;9;4;
3019011;"Piła (1)";2;7;5;6;2;
3019032;"Kaczory (2)";6;0;0;1;1;
3019043;"Łobżenica (3)";1;1;2;0;0;
3019044;"Łobżenica - miasto (4)";1;0;0;0;0;
3019045;"Łobżenica - obszar wiejski (5)";0;1;2;0;0;
3019052;"Miasteczko Krajeńskie (2)";0;1;0;0;0;
3019073;"Ujście (3)";1;0;1;0;0;
3019074;"Ujście - miasto (4)";1;0;0;0;0;
3019075;"Ujście - obszar wiejski (5)";0;0;1;0;0;
3019083;"Wyrzysk (3)";4;3;0;2;1;
3019084;"Wyrzysk - miasto (4)";2;2;0;1;1;
3019085;"Wyrzysk - obszar wiejski (5)";2;1;0;1;0;
3019093;"Wysoka (3)";0;1;1;0;0;
3019094;"Wysoka - miasto (4)";0;1;0;0;0;
3019095;"Wysoka - obszar wiejski (5)";0;0;1;0;0;
3020000;"Powiat pleszewski";2;4;1;6;1;
3020033;"Dobrzyca (3)";0;1;0;1;0;
3020034;"Dobrzyca - miasto (4)";0;1;0;1;0;
3020042;"Gizałki (2)";0;0;1;0;0;
3020052;"Gołuchów (2)";0;1;0;3;0;
3020063;"Pleszew (3)";2;2;0;2;1;
3020064;"Pleszew - miasto (4)";2;2;0;2;1;
3021000;"Powiat poznański";16;21;21;41;4;
3021011;"Luboń (1)";1;1;1;0;0;
3021021;"Puszczykowo (1)";0;1;0;13;0;
3021033;"Buk (3)";1;1;0;0;0;
3021034;"Buk - miasto (4)";1;1;0;0;0;
3021042;"Czerwonak (2)";1;2;0;2;2;
3021052;"Dopiewo (2)";0;1;1;2;0;
3021062;"Kleszczewo (2)";1;2;0;1;0;
3021072;"Komorniki (2)";2;1;2;4;0;
3021083;"Kostrzyn (3)";2;0;0;5;0;
3021084;"Kostrzyn - miasto (4)";2;0;0;0;0;
3021085;"Kostrzyn - obszar wiejski (5)";0;0;0;5;0;
3021093;"Kórnik (3)";1;1;0;1;1;
3021094;"Kórnik - miasto (4)";1;1;0;0;1;
3021095;"Kórnik - obszar wiejski (5)";0;0;0;1;0;
3021103;"Mosina (3)";2;1;8;0;0;
3021104;"Mosina - miasto (4)";2;1;2;0;0;
3021105;"Mosina - obszar wiejski (5)";0;0;6;0;0;
3021113;"Murowana Goślina (3)";1;1;0;0;0;
3021114;"Murowana Goślina - miasto (4)";1;1;0;0;0;
3021123;"Pobiedziska (3)";1;0;2;7;0;
3021124;"Pobiedziska - miasto (4)";1;0;2;6;0;
3021125;"Pobiedziska - obszar wiejski (5)";0;0;0;1;0;
3021132;"Rokietnica (2)";0;2;2;0;0;
3021143;"Stęszew (3)";1;1;0;0;0;
3021144;"Stęszew - miasto (4)";0;1;0;0;0;
3021145;"Stęszew - obszar wiejski (5)";1;0;0;0;0;
3021152;"Suchy Las (2)";0;1;1;1;0;
3021163;"Swarzędz (3)";2;2;0;4;1;
3021164;"Swarzędz - miasto (4)";2;1;0;1;1;
3021165;"Swarzędz - obszar wiejski (5)";0;1;0;3;0;
3021172;"Tarnowo Podgórne (2)";0;3;4;1;0;
3022000;"Powiat rawicki";5;5;6;5;1;
3022013;"Bojanowo (3)";1;0;0;0;0;
3022014;"Bojanowo - miasto (4)";1;0;0;0;0;
3022023;"Jutrosin (3)";0;0;0;1;0;
3022024;"Jutrosin - miasto (4)";0;0;0;1;0;
3022033;"Miejska Górka (3)";0;0;0;2;0;
3022034;"Miejska Górka - miasto (4)";0;0;0;2;0;
3022042;"Pakosław (2)";0;1;0;1;0;
3022053;"Rawicz (3)";4;4;6;1;1;
3022054;"Rawicz - miasto (4)";3;3;6;1;1;
3022055;"Rawicz - obszar wiejski (5)";1;1;0;0;0;
3023000;"Powiat słupecki";5;2;2;6;0;
3023011;"Słupca (1)";2;1;0;4;0;
3023022;"Lądek (2)";1;0;2;0;0;
3023042;"Ostrowite (2)";1;0;0;0;0;
3023072;"Strzałkowo (2)";0;1;0;2;0;
3023083;"Zagórów (3)";1;0;0;0;0;
3023084;"Zagórów - miasto (4)";1;0;0;0;0;
3024000;"Powiat szamotulski";5;3;5;14;1;
3024011;"Obrzycko (1)";0;0;1;1;0;
3024022;"Duszniki (2)";1;1;1;1;0;
3024063;"Pniewy (3)";1;1;2;1;0;
3024064;"Pniewy - miasto (4)";1;1;2;1;0;
3024073;"Szamotuły (3)";3;1;0;10;1;
3024074;"Szamotuły - miasto (4)";3;1;0;10;1;
3024083;"Wronki (3)";0;0;1;1;0;
3024084;"Wronki - miasto (4)";0;0;1;1;0;
3025000;"Powiat średzki";4;3;1;3;1;
3025022;"Krzykosy (2)";0;0;0;1;0;
3025032;"Nowe Miasto nad Wartą (2)";1;0;0;1;0;
3025043;"Środa Wielkopolska (3)";2;1;1;1;1;
3025044;"Środa Wielkopolska - miasto (4)";2;1;1;1;1;
3025052;"Zaniemyśl (2)";1;2;0;0;0;
3026000;"Powiat śremski";4;1;4;0;1;
3026012;"Brodnica (2)";1;0;0;0;0;
3026023;"Dolsk (3)";1;1;2;0;0;
3026024;"Dolsk - miasto (4)";1;1;2;0;0;
3026033;"Książ Wielkopolski (3)";1;0;1;0;0;
3026034;"Książ Wielkopolski - miasto (4)";1;0;1;0;0;
3026043;"Śrem (3)";1;0;1;0;1;
3026044;"Śrem - miasto (4)";1;0;1;0;1;
3027000;"Powiat turecki";6;5;13;5;1;
3027011;"Turek (1)";2;2;7;3;1;
3027022;"Brudzew (2)";0;1;0;0;0;
3027033;"Dobra (3)";2;1;0;1;0;
3027035;"Dobra - obszar wiejski (5)";2;1;0;1;0;
3027042;"Kawęczyn (2)";0;0;3;0;0;
3027052;"Malanów (2)";0;0;1;0;0;
3027073;"Tuliszków (3)";1;1;0;0;0;
3027074;"Tuliszków - miasto (4)";1;1;0;0;0;
3027082;"Turek (2)";1;0;2;0;0;
3027092;"Władysławów (2)";0;0;0;1;0;
3028000;"Powiat wągrowiecki";7;1;2;9;1;
3028011;"Wągrowiec (1)";2;1;2;4;1;
3028022;"Damasławek (2)";0;0;0;1;0;
3028033;"Gołańcz (3)";1;0;0;0;0;
3028034;"Gołańcz - miasto (4)";1;0;0;0;0;
3028042;"Mieścisko (2)";1;0;0;2;0;
3028053;"Skoki (3)";2;0;0;1;0;
3028054;"Skoki - miasto (4)";2;0;0;1;0;
3028062;"Wapno (2)";1;0;0;0;0;
3028072;"Wągrowiec (2)";0;0;0;1;0;
3029000;"Powiat wolsztyński";11;1;0;1;1;
3029012;"Przemęt (2)";2;0;0;0;0;
3029022;"Siedlec (2)";6;0;0;0;0;
3029033;"Wolsztyn (3)";3;1;0;1;1;
3029034;"Wolsztyn - miasto (4)";1;1;0;1;1;
3029035;"Wolsztyn - obszar wiejski (5)";2;0;0;0;0;
3030000;"Powiat wrzesiński";2;5;1;6;1;
3030023;"Miłosław (3)";0;0;0;4;0;
3030024;"Miłosław - miasto (4)";0;0;0;4;0;
3030033;"Nekla (3)";1;0;0;0;0;
3030034;"Nekla - miasto (4)";1;0;0;0;0;
3030043;"Pyzdry (3)";0;1;0;0;0;
3030044;"Pyzdry - miasto (4)";0;1;0;0;0;
3030053;"Września (3)";1;4;1;2;1;
3030054;"Września - miasto (4)";1;3;1;2;1;
3030055;"Września - obszar wiejski (5)";0;1;0;0;0;
3031000;"Powiat złotowski";8;8;3;18;3;
3031011;"Złotów (1)";2;2;3;9;2;
3031023;"Jastrowie (3)";2;3;0;7;1;
3031024;"Jastrowie - miasto (4)";1;2;0;1;0;
3031025;"Jastrowie - obszar wiejski (5)";1;1;0;6;1;
3031033;"Krajenka (3)";2;0;0;1;0;
3031034;"Krajenka - miasto (4)";2;0;0;1;0;
3031053;"Okonek (3)";0;2;0;1;0;
3031054;"Okonek - miasto (4)";0;1;0;1;0;
3031055;"Okonek - obszar wiejski (5)";0;1;0;0;0;
3031062;"Tarnówka (2)";2;1;0;0;0;
3061000;"Powiat m.Kalisz";3;4;4;4;1;
3061011;"Kalisz (1)";3;4;4;4;1;
3062000;"Powiat m.Konin";4;2;6;23;2;
3062011;"Konin (1)";4;2;6;23;2;
3063000;"Powiat m.Leszno";4;3;2;4;1;
3063011;"Leszno (1)";4;3;2;4;1;
3064000;"Powiat m.Poznań";13;14;9;64;5;
3064011;"Poznań (1)";13;14;9;64;5;
3200000;"ZACHODNIOPOMORSKIE";130;59;43;126;18;
3201000;"Powiat białogardzki";4;1;1;3;0;
3201011;"Białogard (1)";1;0;0;1;0;
3201033;"Karlino (3)";1;1;1;2;0;
3201034;"Karlino - miasto (4)";1;1;1;2;0;
3201043;"Tychowo (3)";2;0;0;0;0;
3201044;"Tychowo - miasto (4)";2;0;0;0;0;
3202000;"Powiat choszczeński";8;1;0;4;1;
3202012;"Bierzwnik (2)";1;0;0;0;0;
3202023;"Choszczno (3)";2;0;0;4;1;
3202024;"Choszczno - miasto (4)";2;0;0;4;1;
3202033;"Drawno (3)";3;0;0;0;0;
3202034;"Drawno - miasto (4)";2;0;0;0;0;
3202035;"Drawno - obszar wiejski (5)";1;0;0;0;0;
3202042;"Krzęcin (2)";1;0;0;0;0;
3202053;"Pełczyce (3)";1;0;0;0;0;
3202054;"Pełczyce - miasto (4)";1;0;0;0;0;
3202063;"Recz (3)";0;1;0;0;0;
3202064;"Recz - miasto (4)";0;1;0;0;0;
3203000;"Powiat drawski";17;4;5;5;0;
3203013;"Czaplinek (3)";1;2;1;1;0;
3203014;"Czaplinek - miasto (4)";1;2;1;1;0;
3203023;"Drawsko Pomorskie (3)";11;1;2;2;0;
3203024;"Drawsko Pomorskie - miasto (4)";4;1;2;2;0;
3203025;"Drawsko Pomorskie - obszar wiejski (5)";7;0;0;0;0;
3203033;"Kalisz Pomorski (3)";1;0;1;0;0;
3203034;"Kalisz Pomorski - miasto (4)";1;0;1;0;0;
3203042;"Ostrowice (2)";2;0;0;0;0;
3203063;"Złocieniec (3)";2;1;1;2;0;
3203064;"Złocieniec - miasto (4)";2;1;1;2;0;
3204000;"Powiat goleniowski";6;4;2;3;0;
3204023;"Goleniów (3)";3;2;0;2;0;
3204024;"Goleniów - miasto (4)";3;2;0;2;0;
3204033;"Maszewo (3)";1;1;0;0;0;
3204034;"Maszewo - miasto (4)";1;1;0;0;0;
3204043;"Nowogard (3)";1;0;0;1;0;
3204044;"Nowogard - miasto (4)";1;0;0;1;0;
3204052;"Osina (2)";0;0;1;0;0;
3204062;"Przybiernów (2)";1;0;0;0;0;
3204073;"Stepnica (3)";0;1;1;0;0;
3204074;"Stepnica - miasto (4)";0;1;0;0;0;
3204075;"Stepnica - obszar wiejski (5)";0;0;1;0;0;
3205000;"Powiat gryficki";5;5;2;15;1;
3205012;"Brojce (2)";2;0;0;0;0;
3205023;"Gryfice (3)";0;0;0;1;1;
3205024;"Gryfice - miasto (4)";0;0;0;1;1;
3205032;"Karnice (2)";1;0;0;0;0;
3205043;"Płoty (3)";1;1;0;0;0;
3205044;"Płoty - miasto (4)";1;1;0;0;0;
3205072;"Rewal (2)";0;3;1;14;0;
3205083;"Trzebiatów (3)";1;1;1;0;0;
3205084;"Trzebiatów - miasto (4)";1;0;1;0;0;
3205085;"Trzebiatów - obszar wiejski (5)";0;1;0;0;0;
3206000;"Powiat gryfiński";12;3;1;2;1;
3206033;"Chojna (3)";1;1;1;0;0;
3206034;"Chojna - miasto (4)";1;1;1;0;0;
3206043;"Gryfino (3)";2;0;0;1;1;
3206044;"Gryfino - miasto (4)";2;0;0;1;1;
3206053;"Mieszkowice (3)";6;0;0;0;0;
3206054;"Mieszkowice - miasto (4)";2;0;0;0;0;
3206055;"Mieszkowice - obszar wiejski (5)";4;0;0;0;0;
3206063;"Moryń (3)";1;0;0;1;0;
3206064;"Moryń - miasto (4)";1;0;0;1;0;
3206072;"Stare Czarnowo (2)";1;1;0;0;0;
3206083;"Trzcińsko-Zdrój (3)";1;1;0;0;0;
3206084;"Trzcińsko-Zdrój - miasto (4)";1;1;0;0;0;
3207000;"Powiat kamieński";6;2;1;3;2;
3207013;"Dziwnów (3)";1;1;0;2;1;
3207014;"Dziwnów - miasto (4)";1;1;0;2;1;
3207023;"Golczewo (3)";1;0;0;0;0;
3207024;"Golczewo - miasto (4)";1;0;0;0;0;
3207033;"Kamień Pomorski (3)";1;1;1;1;0;
3207034;"Kamień Pomorski - miasto (4)";1;1;1;1;0;
3207043;"Międzyzdroje (3)";1;0;0;0;1;
3207044;"Międzyzdroje - miasto (4)";1;0;0;0;1;
3207063;"Wolin (3)";2;0;0;0;0;
3207064;"Wolin - miasto (4)";2;0;0;0;0;
3208000;"Powiat kołobrzeski";3;2;2;4;2;
3208011;"Kołobrzeg (1)";1;1;2;1;1;
3208022;"Dygowo (2)";2;0;0;0;0;
3208042;"Kołobrzeg (2)";0;1;0;2;0;
3208072;"Ustronie Morskie (2)";0;0;0;1;1;
3209000;"Powiat koszaliński";6;1;0;2;0;
3209022;"Biesiekierz (2)";1;0;0;0;0;
3209033;"Bobolice (3)";1;1;0;2;0;
3209034;"Bobolice - miasto (4)";1;1;0;1;0;
3209035;"Bobolice - obszar wiejski (5)";0;0;0;1;0;
3209042;"Manowo (2)";1;0;0;0;0;
3209053;"Mielno (3)";2;0;0;0;0;
3209054;"Mielno - miasto (4)";1;0;0;0;0;
3209055;"Mielno - obszar wiejski (5)";1;0;0;0;0;
3209073;"Sianów (3)";1;0;0;0;0;
3209074;"Sianów - miasto (4)";1;0;0;0;0;
3210000;"Powiat myśliborski";3;0;0;5;1;
3210013;"Barlinek (3)";1;0;0;0;0;
3210014;"Barlinek - miasto (4)";1;0;0;0;0;
3210033;"Dębno (3)";1;0;0;3;0;
3210034;"Dębno - miasto (4)";1;0;0;3;0;
3210043;"Myślibórz (3)";1;0;0;2;1;
3210044;"Myślibórz - miasto (4)";1;0;0;2;1;
3211000;"Powiat policki";5;2;0;10;0;
3211012;"Dobra (Szczecińska) (2)";0;0;0;3;0;
3211033;"Nowe Warpno (3)";0;0;0;2;0;
3211034;"Nowe Warpno - miasto (4)";0;0;0;2;0;
3211043;"Police (3)";5;2;0;5;0;
3211044;"Police - miasto (4)";5;2;0;3;0;
3211045;"Police - obszar wiejski (5)";0;0;0;2;0;
3212000;"Powiat pyrzycki";9;2;0;1;0;
3212033;"Lipiany (3)";7;1;0;0;0;
3212034;"Lipiany - miasto (4)";1;1;0;0;0;
3212035;"Lipiany - obszar wiejski (5)";6;0;0;0;0;
3212053;"Pyrzyce (3)";1;1;0;1;0;
3212054;"Pyrzyce - miasto (4)";1;0;0;1;0;
3212055;"Pyrzyce - obszar wiejski (5)";0;1;0;0;0;
3212062;"Warnice (2)";1;0;0;0;0;
3213000;"Powiat sławieński";10;1;1;0;0;
3213011;"Darłowo (1)";1;0;0;0;0;
3213021;"Sławno (1)";2;1;1;0;0;
3213032;"Darłowo (2)";6;0;0;0;0;
3213052;"Postomino (2)";1;0;0;0;0;
3214000;"Powiat stargardzki";10;4;0;5;1;
3214011;"Stargard (1)";4;2;0;4;1;
3214023;"Chociwel (3)";1;1;0;0;0;
3214024;"Chociwel - miasto (4)";1;1;0;0;0;
3214033;"Dobrzany (3)";2;0;0;0;0;
3214034;"Dobrzany - miasto (4)";2;0;0;0;0;
3214042;"Dolice (2)";2;0;0;0;0;
3214092;"Stara Dąbrowa (2)";0;1;0;0;0;
3214102;"Stargard (2)";0;0;0;1;0;
3214113;"Suchań (3)";1;0;0;0;0;
3214114;"Suchań - miasto (4)";1;0;0;0;0;
3215000;"Powiat szczecinecki";5;5;7;15;0;
3215011;"Szczecinek (1)";1;4;5;12;0;
3215033;"Biały Bór (3)";1;0;1;0;0;
3215034;"Biały Bór - miasto (4)";1;0;1;0;0;
3215043;"Borne Sulinowo (3)";2;0;1;1;0;
3215044;"Borne Sulinowo - miasto (4)";1;0;1;1;0;
3215045;"Borne Sulinowo - obszar wiejski (5)";1;0;0;0;0;
3215052;"Grzmiąca (2)";1;1;0;2;0;
3216000;"Powiat świdwiński";4;3;2;4;2;
3216011;"Świdwin (1)";1;1;0;1;1;
3216033;"Połczyn-Zdrój (3)";2;1;0;3;1;
3216034;"Połczyn-Zdrój - miasto (4)";1;1;0;3;1;
3216035;"Połczyn-Zdrój - obszar wiejski (5)";1;0;0;0;0;
3216042;"Rąbino (2)";1;0;0;0;0;
3216062;"Świdwin (2)";0;1;2;0;0;
3217000;"Powiat wałecki";6;3;5;7;1;
3217011;"Wałcz (1)";2;1;5;4;1;
3217023;"Człopa (3)";1;1;0;0;0;
3217024;"Człopa - miasto (4)";1;1;0;0;0;
3217033;"Mirosławiec (3)";2;0;0;2;0;
3217034;"Mirosławiec - miasto (4)";2;0;0;2;0;
3217043;"Tuczno (3)";1;1;0;1;0;
3217044;"Tuczno - miasto (4)";1;1;0;1;0;
3218000;"Powiat łobeski";3;2;0;8;0;
3218013;"Dobra (3)";1;1;0;6;0;
3218014;"Dobra - miasto (4)";1;1;0;1;0;
3218015;"Dobra - obszar wiejski (5)";0;0;0;5;0;
3218023;"Łobez (3)";1;1;0;2;0;
3218024;"Łobez - miasto (4)";1;1;0;2;0;
3218053;"Węgorzyno (3)";1;0;0;0;0;
3218054;"Węgorzyno - miasto (4)";1;0;0;0;0;
3261000;"Powiat m.Koszalin";3;7;3;13;2;
3261011;"Koszalin (1)";3;7;3;13;2;
3262000;"Powiat m.Szczecin";4;7;10;11;3;
3262011;"Szczecin (1)";4;7;10;11;3;
3263000;"Powiat m.Świnoujście";1;0;1;6;1;
3263011;"Świnoujście (1)";1;0;1;6;1;
